date,year,month,strategy,action,stock,price,amount
2026-03-02,2026,3,Timed Entry+Exit,BUY,JINDRILL,522.15,25272.35
2026-03-02,2026,3,Timed HODL,BUY,JINDRILL,522.15,25272.35
2026-03-04,2026,3,Timed Entry+Exit,SELL,ELECON,392.4,4432.15
2026-03-11,2026,3,Timed Entry+Exit,BUY,EPIGRAL,875.9,4432.15
2026-03-16,2026,3,Timed Entry+Exit,SELL,ACE,817.3,4760.51
2026-03-16,2026,3,Timed Entry+Exit,SELL,AMJLAND,36.28,4105.65
2026-03-16,2026,3,Timed Entry+Exit,BUY,HILTON,16.09,8866.17
2026-03-18,2026,3,Timed Entry+Exit,BUY,ANUP,1658.2,11471.55
2026-03-18,2026,3,Timed Entry+Exit,SELL,JINDRILL,474.5,22943.11
2026-03-18,2026,3,Timed Entry+Exit,BUY,SHAKTIPUMP,511.25,11471.55
2026-04-01,2026,4,Timed Entry+Exit,BUY,TAJGVK,318.6,25272.35
2026-04-01,2026,4,Timed HODL,BUY,TAJGVK,318.6,25272.35
